Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,dominant_engagement_type
YouTube,#Fashion,Post,Japan,4586518,265120,57069,18054,Medium,0.05780419917680471,0.012442772491026962,0.0039363194475634895,Likes
Twitter,#Fitness,Live Stream,India,2552020,45301,86964,1054,Medium,0.017751036433883746,0.03407653545034914,0.0004130061676632628,Shares
Twitter,#Fashion,Tweet,Brazil,160483,383250,33960,35029,High,2.388103412822542,0.21161119869394265,0.2182723403725005,Likes
YouTube,#Comedy,Reel,UK,1065072,33441,17591,36956,Low,0.03139787732660327,0.01651625430017877,0.034698123694923914,Comments
YouTube,#Fitness,Live Stream,Canada,111712,374446,85509,48663,Low,3.351886995130335,0.7654414924090518,0.4356112145517044,Likes
Instagram,#Challenge,Shorts,India,4613593,197157,10941,47136,High,0.04273393860273327,0.002371470565348959,0.010216765978273333,Likes
Instagram,#Tech,Shorts,UK,3678203,106484,25338,25691,High,0.028950006293834245,0.006888689939081666,0.006984660716115995,Likes
Instagram,#Fitness,Tweet,USA,2609916,421798,69244,20168,High,0.1616136304769962,0.026531122074426917,0.007727451764731125,Likes
Instagram,#Music,Video,Canada,636678,43943,48909,41810,Medium,0.06901919023430997,0.07681905138861403,0.06566898809131147,Shares
TikTok,#Music,Video,USA,2825065,400017,84642,9441,Medium,0.14159568009939594,0.029961080541509665,0.003341870010070565,Likes
TikTok,#Viral,Tweet,UK,4562262,96215,869,7479,High,0.021089319289422658,0.0001904756894715823,0.0016393183907456434,Likes
YouTube,#Fashion,Post,India,4356591,67603,24821,21031,Low,0.015517407991707277,0.00569734455219689,0.004827398302939156,Likes
Instagram,#Comedy,Post,Brazil,4754509,424316,30621,18374,Medium,0.08924496725108734,0.006440412669320849,0.003864542058917125,Likes
YouTube,#Challenge,Live Stream,India,4841421,339554,33055,48880,High,0.07013519377885129,0.006827540922386217,0.010096209356715725,Likes
Instagram,#Comedy,Reel,USA,3545758,365667,98281,27784,High,0.10312801945310425,0.027717909682499483,0.007835842152792153,Likes
TikTok,#Tech,Video,USA,4221248,87215,17939,14743,Low,0.02066095145321952,0.004249691086617038,0.0034925690222417636,Likes
Instagram,#Gaming,Tweet,Japan,3481771,299306,45796,27535,Low,0.08596372363374846,0.013153076408528879,0.00790833170820252,Likes
Twitter,#Tech,Tweet,Brazil,1262231,240848,63648,46400,Low,0.19081134911121655,0.05042500144585262,0.03676030774081765,Likes
Instagram,#Education,Video,India,735190,421586,62738,38778,Low,0.5734381588432922,0.08533576354411784,0.05274554876970579,Likes
Instagram,#Challenge,Tweet,Brazil,2635991,187823,29537,46857,Low,0.07125327817887087,0.011205273462618045,0.017775857353078975,Likes
Instagram,#Dance,Reel,UK,350307,4331,1623,26850,High,0.012363441210138536,0.004633078985004582,0.07664705529721073,Comments
TikTok,#Fashion,Shorts,USA,1818938,228251,5943,10429,High,0.12548586043064688,0.0032672911336175284,0.00573356541014592,Likes
Twitter,#Comedy,Video,Japan,1429838,18668,2497,24005,High,0.013056024528652897,0.0017463516845964368,0.01678861521375149,Comments
Twitter,#Comedy,Live Stream,Brazil,3011539,352831,16037,10940,Low,0.11715969808128003,0.005325184233044965,0.003632694114205395,Likes
TikTok,#Fitness,Video,UK,3185451,489381,98149,34483,High,0.15363005112933772,0.030811649590591725,0.010825154742609444,Likes
Twitter,#Challenge,Reel,Japan,2162853,269312,87618,10907,Medium,0.12451701525716265,0.04051038142675439,0.005042876238006004,Likes
Twitter,#Comedy,Tweet,Germany,1049060,203673,96687,20847,Low,0.1941480944845862,0.0921653670905382,0.01987207595371094,Likes
Twitter,#Fashion,Reel,UK,2843559,12146,35655,43443,Low,0.004271407767519507,0.012538864148765684,0.015277685463885223,Comments
Instagram,#Challenge,Shorts,Japan,75331,386738,46627,6927,Medium,5.133849278517476,0.6189616492546229,0.09195417557180975,Likes
Twitter,#Fitness,Reel,Germany,906698,201588,49402,48909,Medium,0.22233202234922764,0.054485617041175785,0.05394188583188669,Likes
Instagram,#Challenge,Reel,Germany,4483470,117945,55358,30073,High,0.02630663303200423,0.01234713291267701,0.006707527874614975,Likes
Twitter,#Gaming,Reel,India,1929226,300187,53229,25999,High,0.15559970682543153,0.027590857680748652,0.013476388976719161,Likes
Instagram,#Dance,Tweet,Canada,224458,277150,61218,38779,Medium,1.2347521585329995,0.27273699311229715,0.17276728831229005,Likes
Instagram,#Fitness,Shorts,USA,3139127,70363,97084,127,Low,0.022414830620105526,0.030927069850949007,4.0457107979384076e-05,Shares
Twitter,#Viral,Video,UK,2651655,457174,40321,47420,Low,0.17241081513243617,0.015205975136282811,0.017883171076176953,Likes
TikTok,#Viral,Video,Canada,364719,189328,82087,44366,Low,0.5191064902020459,0.22506916283494965,0.12164433440539155,Likes
YouTube,#Fashion,Reel,Brazil,3656271,448604,9543,25102,High,0.12269440640477688,0.00261003629107361,0.006865464841090827,Likes
Instagram,#Tech,Post,India,4363523,488878,8230,3369,Low,0.11203745230631304,0.0018860906657304202,0.0007720825580614563,Likes
YouTube,#Fitness,Shorts,Germany,1153858,36011,15306,46185,Medium,0.031209212918747366,0.01326506381201153,0.040026589060352315,Comments
Instagram,#Comedy,Video,Australia,2121725,45509,307,8958,Low,0.021449056781628156,0.00014469358658638606,0.004222036314791031,Likes
YouTube,#Dance,Shorts,USA,1684233,402293,7055,33744,High,0.23885828148480645,0.004188850355028075,0.02003523265486426,Likes
Twitter,#Education,Tweet,USA,960449,475480,27053,23747,Medium,0.49506012292167517,0.028167034376630096,0.024724894294231137,Likes
Instagram,#Music,Reel,Canada,1949651,348513,25769,15034,Medium,0.17875660823398648,0.013217237341452394,0.007711123683161756,Likes
TikTok,#Dance,Shorts,Japan,1809305,287587,43594,4461,Medium,0.1589488781603986,0.02409433456492963,0.002465587615133988,Likes
YouTube,#Comedy,Post,Germany,4274529,464184,34152,47788,High,0.10859301691484606,0.007989652193259186,0.011179711261755388,Likes
TikTok,#Education,Video,Japan,4526401,302669,15559,21915,Medium,0.06686747373906995,0.0034373887775298742,0.004841594900672742,Likes
YouTube,#Education,Tweet,India,2611693,119401,62682,25971,High,0.04571785428072901,0.024000523798164638,0.00994412436683791,Likes
YouTube,#Fitness,Post,India,777206,279969,17264,9519,High,0.36022495966320384,0.022212901084139855,0.012247718108197827,Likes
Instagram,#Dance,Reel,Australia,3822658,16287,899,13106,High,0.004260647957520657,0.00023517667549647391,0.0034285044594624995,Likes
YouTube,#Fitness,Live Stream,Australia,2730742,380894,97358,46960,Low,0.13948370076704428,0.03565258087362336,0.017196791201805225,Likes
Twitter,#Fitness,Post,Brazil,3536654,292882,7966,37642,Medium,0.08281330319561936,0.002252411460097595,0.010643393444764459,Likes
TikTok,#Tech,Post,India,2783900,290747,64651,21853,Low,0.10443873702359999,0.02322317611983189,0.00784977908689249,Likes
Instagram,#Tech,Tweet,Canada,911320,397818,13388,26310,High,0.4365294298380371,0.014690778211824606,0.028870210244480533,Likes
Twitter,#Gaming,Tweet,UK,3481822,80175,68325,41815,Low,0.023026737150836543,0.01962334662713947,0.012009516856404492,Likes
YouTube,#Fitness,Live Stream,Australia,1416870,368333,28809,5632,High,0.2599624524480016,0.02033284634440704,0.003974958888253686,Likes
YouTube,#Challenge,Shorts,Germany,3458941,367246,48482,38137,Low,0.10617295871771158,0.014016428727752222,0.01102562894250003,Likes
Twitter,#Fashion,Video,Canada,3331697,221708,84660,10308,Medium,0.06654506697337723,0.025410474001687427,0.0030939188047412474,Likes
Twitter,#Music,Post,Brazil,754022,23357,98150,37681,High,0.03097654975584267,0.13016861576983166,0.04997334295285814,Shares
Twitter,#Dance,Video,Australia,1835167,298712,16195,50,High,0.1627710175695182,0.008824809949176287,2.724547684216205e-05,Likes
TikTok,#Tech,Tweet,India,4069490,363061,74985,765,Medium,0.08921535622399858,0.018426141850698737,0.00018798424372587228,Likes
TikTok,#Music,Tweet,Brazil,1963015,417328,41576,3075,Low,0.2125954208195047,0.021179664954164894,0.0015664679077847087,Likes
Twitter,#Tech,Video,Brazil,4387952,260744,7764,10999,High,0.0594227101846146,0.0017693903670778532,0.002506636353360292,Likes
Twitter,#Comedy,Reel,UK,2582163,336015,60643,48347,Low,0.13012927534009278,0.023485349298243374,0.01872345006879891,Likes
YouTube,#Fashion,Shorts,Japan,4638671,371452,16316,46310,Medium,0.08007724626299213,0.0035173867687533777,0.009983462935827955,Likes
Instagram,#Tech,Tweet,USA,410444,256366,76964,9098,Medium,0.6246065236670533,0.1875140092192845,0.02216623948699457,Likes
Twitter,#Tech,Live Stream,Germany,2034778,167327,83115,26341,Low,0.08223354095631072,0.040847207901795676,0.012945392568624195,Likes
TikTok,#Challenge,Tweet,UK,713539,395521,52325,40633,Medium,0.5543088744973996,0.07333166091832402,0.05694573106725771,Likes
TikTok,#Tech,Shorts,India,2434680,120094,59075,15931,Low,0.04932640018400775,0.024263968981549935,0.006543365041812476,Likes
Twitter,#Fashion,Video,Australia,3587110,51649,89478,30231,Low,0.014398499070282204,0.02494431450387638,0.008427675761267427,Shares
TikTok,#Dance,Shorts,Germany,2460537,203160,15349,30968,Low,0.08256734200704968,0.00623806916945366,0.012585870482744213,Likes
Twitter,#Music,Post,Germany,1190594,304893,33293,44281,Medium,0.2560847778503839,0.027963352746612196,0.03719235944410941,Likes
YouTube,#Comedy,Shorts,Canada,2723499,249264,38529,23572,Low,0.09152344098529135,0.014146875030980367,0.008655042649180338,Likes
Twitter,#Challenge,Live Stream,Japan,4216678,452894,83096,6059,High,0.10740540302105117,0.01970650829871287,0.0014369131339884145,Likes
Twitter,#Music,Shorts,UK,2109525,73395,89584,19033,High,0.034792192555196076,0.04246643201668622,0.009022410258233488,Shares
TikTok,#Fashion,Live Stream,Australia,2118691,51266,15265,39734,High,0.02419701598770184,0.007204920396603374,0.018754032560670715,Likes
TikTok,#Fitness,Video,Australia,579923,487181,219,39465,High,0.8400787690779637,0.0003776363413763551,0.06805213795624591,Likes
Instagram,#Education,Live Stream,Brazil,132001,419371,71316,39401,Medium,3.177028961901804,0.5402686343285278,0.29849016295331093,Likes
Twitter,#Gaming,Shorts,Japan,281552,246077,83676,26090,High,0.8740019605614593,0.2971955446951185,0.09266494288799228,Likes
Instagram,#Fitness,Live Stream,USA,2309871,288470,79217,46717,High,0.12488576201874477,0.03429498876777101,0.020224938968453218,Likes
TikTok,#Music,Tweet,Germany,2669756,229127,77357,49206,Low,0.08582319882416221,0.02897530710671687,0.018430897804893032,Likes
Instagram,#Education,Video,Canada,3373468,255416,34814,25166,Medium,0.07571318299150903,0.010319943749281156,0.007459978870408731,Likes
Twitter,#Fashion,Reel,UK,160165,473595,15369,33197,Low,2.95691942684107,0.09595729404052071,0.20726750538507163,Likes
TikTok,#Challenge,Post,UK,3724099,90120,50063,34585,Low,0.024199141859547774,0.013442983121555039,0.009286810044523522,Likes
TikTok,#Education,Video,Canada,4757293,394313,78165,31965,Medium,0.08288600260694474,0.01643056250687103,0.0067191573022725316,Likes
Twitter,#Music,Video,Canada,4645686,446777,15642,26412,Low,0.09617029648581502,0.0033669946698937467,0.005685274467538271,Likes
Twitter,#Fitness,Shorts,Brazil,4741739,170278,66069,18352,High,0.035910453949489836,0.01393349570695477,0.003870310027608015,Likes
Twitter,#Viral,Live Stream,Germany,2107265,257928,88494,37544,Medium,0.12239941345772838,0.041994718272262865,0.017816458774762546,Likes
TikTok,#Comedy,Live Stream,Japan,421767,153271,92874,4701,Low,0.3634020679664364,0.22020214952805697,0.011145964478017483,Likes
Instagram,#Comedy,Reel,Canada,454350,156235,70705,24595,Low,0.34386486189061294,0.1556179157037526,0.05413227687905799,Likes
Twitter,#Fashion,Reel,Canada,3268300,382429,74538,8612,Medium,0.11701159624269498,0.022806351926077776,0.0026350090260991955,Likes
Twitter,#Viral,Tweet,Canada,6651,22479,24947,11283,Medium,3.37979251240415,3.750864531649376,1.6964366260712676,Shares
TikTok,#Fitness,Post,India,1265641,256012,70345,37884,High,0.20227852921958123,0.05558053192018906,0.029932658629105727,Likes
Instagram,#Viral,Tweet,Germany,2888239,421574,35987,16821,Medium,0.14596229744145134,0.012459841446639284,0.005823964014058393,Likes
Instagram,#Dance,Tweet,Canada,850931,6573,15362,16594,Medium,0.007724480598309381,0.018053167648140682,0.019500993617578864,Comments
Twitter,#Gaming,Shorts,Canada,2118152,13010,53774,35179,Medium,0.0061421465503892075,0.02538722433517519,0.016608345387866406,Shares
Instagram,#Dance,Video,India,247234,296015,55319,39566,Low,1.1973070047000007,0.22375158756481714,0.16003462306964253,Likes
Twitter,#Fashion,Shorts,Canada,3222456,303054,58013,21680,Low,0.09404441829461752,0.018002728353777368,0.006727787749468107,Likes
Twitter,#Viral,Post,UK,2012133,192947,29491,34692,High,0.09589177256175412,0.014656585822110168,0.0172414050164676,Likes
Twitter,#Music,Post,USA,4949423,17417,78926,33128,Low,0.0035189960526711903,0.015946505279504298,0.006693305462071033,Shares
TikTok,#Tech,Reel,Brazil,1342285,474723,90043,13175,Low,0.35366781272233544,0.06708187903463124,0.009815352179306184,Likes
Instagram,#Fitness,Tweet,USA,1115324,415045,34081,31910,Low,0.3721295336601741,0.03055703992741123,0.02861052035103701,Likes
Twitter,#Dance,Video,Australia,4587929,426359,52404,29047,Low,0.09293060114923313,0.011422147116923562,0.006331179057042949,Likes
Instagram,#Education,Reel,Japan,4008179,455643,63634,37656,Low,0.11367830628322736,0.015876037472378354,0.009394790003141078,Likes
Twitter,#Tech,Reel,Canada,759694,365351,5889,32197,High,0.4809186330285615,0.00775180533214689,0.04238153782970512,Likes
TikTok,#Challenge,Live Stream,Germany,1360958,488748,52814,21553,Low,0.3591205606638853,0.038806487782870595,0.015836638603101638,Likes
Twitter,#Viral,Video,Australia,2889543,52902,63885,24634,Low,0.01830808539620279,0.02210903246637963,0.008525223538808732,Shares
Instagram,#Tech,Reel,Australia,1420653,40254,15175,14173,Medium,0.028334857280419637,0.010681707637262583,0.00997639817745783,Likes
TikTok,#Education,Tweet,USA,3939062,464055,50908,46604,High,0.11780850364883823,0.012923888986768932,0.011831243072589363,Likes
YouTube,#Tech,Video,Japan,4389372,241611,14910,38606,High,0.05504454851400155,0.0033968412793447447,0.0087953356425475,Likes
TikTok,#Gaming,Reel,Japan,872093,237702,32141,143,High,0.2725649672683991,0.036855014316133715,0.00016397333770595569,Likes
YouTube,#Music,Post,UK,2478006,469276,57073,16266,Low,0.18937645832980227,0.02303182478169948,0.00656414875508776,Likes
TikTok,#Challenge,Live Stream,Japan,4816608,10450,96249,3214,Low,0.002169576598303204,0.019982734737807185,0.0006672745633441625,Shares
Instagram,#Viral,Live Stream,UK,2989338,479456,99198,24250,Medium,0.1603886880640463,0.03318393570750447,0.008112163964061609,Likes
YouTube,#Fitness,Tweet,USA,2450619,393130,29439,16494,Low,0.1604206937104462,0.012012883275613223,0.006730544405311474,Likes
Twitter,#Challenge,Shorts,UK,3495620,264370,42528,26970,High,0.07562892991801168,0.012166082125631505,0.007715369519570205,Likes
TikTok,#Viral,Live Stream,UK,1782713,79936,65474,33082,Low,0.04483952268256304,0.03672716808594541,0.018557109304750682,Likes
Twitter,#Viral,Post,UK,40315,245660,20515,23450,Low,6.093513580553144,0.5088676671214188,0.5816693538385217,Likes
Instagram,#Comedy,Video,Japan,3808187,142833,22552,23672,High,0.0375068241134167,0.005921978096138661,0.006216081300629407,Likes
Twitter,#Challenge,Shorts,Brazil,2347697,385302,85841,40121,Medium,0.16411913462427222,0.03656391774577384,0.017089513680854044,Likes
YouTube,#Tech,Shorts,Brazil,4288053,39463,99816,7492,High,0.009203011250094158,0.023277697360550346,0.0017471798972633968,Shares
Twitter,#Fitness,Video,Germany,1198783,102757,64448,45215,Low,0.08571776543377742,0.05376118947299052,0.037717418415176056,Likes
TikTok,#Gaming,Reel,Brazil,1498964,362284,38536,9519,Medium,0.24168959361265513,0.02570842261722096,0.006350385999930618,Likes
TikTok,#Fitness,Reel,Brazil,3207539,370923,31855,28893,Low,0.11564099454441551,0.00993129000146218,0.009007840590558681,Likes
Twitter,#Tech,Reel,UK,1556088,310527,69553,15425,Medium,0.19955619476533462,0.04469734359496378,0.009912678460344146,Likes
Instagram,#Viral,Live Stream,Japan,507910,439117,23000,36313,High,0.8645567128034495,0.04528361323856589,0.07149494989269753,Likes
TikTok,#Dance,Tweet,UK,3445560,270449,55139,38067,Low,0.07849203032308245,0.01600291389498369,0.011048131508375997,Likes
YouTube,#Education,Video,Germany,2851176,364420,46475,5976,Low,0.12781392660432045,0.016300291528828805,0.002095977238865647,Likes
YouTube,#Dance,Live Stream,UK,3085394,447385,34168,6255,Medium,0.14500093018914278,0.01107411241481639,0.0020272937589170133,Likes
YouTube,#Challenge,Video,Canada,598295,441991,68122,23592,Medium,0.7387509506180062,0.11386021945695685,0.039432052749897625,Likes
YouTube,#Tech,Video,Japan,323613,80041,23225,35210,High,0.24733555203282934,0.07176782144104223,0.10880279840426682,Likes
TikTok,#Music,Post,Australia,4081534,350009,87267,5450,Low,0.08575427768089154,0.021380931777121054,0.001335282273772557,Likes
Twitter,#Fashion,Live Stream,USA,2272154,318845,42786,25436,Low,0.14032719613195233,0.01883058982797821,0.011194663741982278,Likes
TikTok,#Comedy,Tweet,UK,1371750,3936,66622,2780,High,0.002869327501366867,0.048567158738837254,0.002026608347002005,Shares
Twitter,#Viral,Shorts,Canada,3766760,286848,62825,37504,Medium,0.07615244931983986,0.01667879026006435,0.009956567447886247,Likes
TikTok,#Education,Post,Canada,1499664,207319,88398,30665,Low,0.13824363324051253,0.05894520372563454,0.020447913665994515,Likes
TikTok,#Fashion,Live Stream,UK,1518152,92660,60723,46917,Low,0.06103473170011962,0.03999797121763829,0.030904020150814938,Likes
TikTok,#Fitness,Video,UK,3175553,292632,83336,2755,High,0.09215150872934573,0.026242988229136784,0.0008675654287615417,Likes
Twitter,#Education,Post,Canada,3768650,216605,32767,23675,Low,0.05747548857017765,0.008694625396362092,0.006282090403725472,Likes
Instagram,#Fitness,Reel,UK,1803252,274745,62197,45341,Medium,0.1523608458496095,0.03449157411166049,0.025144017586005728,Likes
YouTube,#Viral,Post,Japan,1489456,446331,87557,47811,Low,0.29966041292928425,0.0587845495268071,0.03209963906285248,Likes
Instagram,#Music,Live Stream,Canada,3154913,367384,25852,41170,High,0.11644821901586509,0.008194203770436776,0.013049488210926894,Likes
Twitter,#Comedy,Tweet,UK,1554285,452975,22542,29937,High,0.291436255255632,0.014503131665042126,0.019260946351537845,Likes
Instagram,#Music,Live Stream,Germany,1907181,338676,59140,30282,Low,0.1775793697609194,0.03100911764536245,0.01587788468949722,Likes
Instagram,#Dance,Reel,Australia,483039,282741,24926,37989,Low,0.5853378298646693,0.051602458600651296,0.07864582362914796,Likes
YouTube,#Fitness,Reel,Japan,4822353,247730,44555,34043,Low,0.0513711874680265,0.00923926556185331,0.007059416844847319,Likes
Twitter,#Fitness,Live Stream,Japan,4029198,466975,67045,10147,Medium,0.11589775434217926,0.016639787868454218,0.0025183671787785064,Likes
YouTube,#Fitness,Reel,Germany,69120,45620,52454,12605,Medium,0.6600115740740741,0.7588831018518518,0.18236400462962962,Shares
Instagram,#Fitness,Shorts,Japan,2533284,189339,96463,9657,Low,0.07474053442093347,0.038078241523650726,0.003812047918827893,Likes
Instagram,#Viral,Post,Canada,1444784,440354,41263,32270,Low,0.30478881272217856,0.028559978515819665,0.022335518665765955,Likes
YouTube,#Education,Shorts,Brazil,1174310,237235,78681,17776,High,0.20202076112781123,0.06700189898749052,0.015137399834796604,Likes
Twitter,#Music,Video,India,1803388,484300,31088,15886,Medium,0.26855008461850693,0.017238664114433498,0.008808975106854432,Likes
TikTok,#Tech,Shorts,Japan,1517604,160995,69788,23037,High,0.10608498659729415,0.04598564579429153,0.015179849288747263,Likes
TikTok,#Fitness,Tweet,Brazil,2746993,39549,53941,13070,Low,0.014397197226203343,0.019636380580511127,0.004757929852751718,Shares
TikTok,#Viral,Post,Germany,4312799,395984,12729,37191,Medium,0.09181601090150503,0.002951447540216922,0.008623402110786986,Likes
TikTok,#Fitness,Shorts,Canada,3269647,395557,90552,37531,Medium,0.12097850318398286,0.027694732795313988,0.011478609158725697,Likes
Twitter,#Comedy,Reel,UK,3327043,459898,8577,4560,Medium,0.13823025431291389,0.0025779648775203687,0.0013705864336589577,Likes
TikTok,#Tech,Shorts,Germany,3590490,177470,69628,13394,High,0.04942779397798072,0.01939233920718342,0.0037304100554520414,Likes
Instagram,#Comedy,Video,India,2109687,81944,74586,22335,High,0.038841780794971005,0.03535405963064663,0.010586878527478246,Likes
Twitter,#Tech,Post,Brazil,4842053,171073,74732,42889,Medium,0.03533067481913147,0.015433949194690764,0.008857606473948136,Likes
Instagram,#Dance,Live Stream,Australia,2352184,486228,59382,26190,Medium,0.20671342037867785,0.02524547399353112,0.01113433302836853,Likes
Twitter,#Comedy,Video,Brazil,4485225,201005,32520,47972,Medium,0.04481492009876874,0.0072504723843285455,0.010695561538161407,Likes
Twitter,#Fashion,Live Stream,Japan,2061327,471049,25198,1014,Low,0.22851735799317624,0.012224164336856792,0.0004919161297552499,Likes
Twitter,#Education,Shorts,Germany,1618201,485204,92660,8526,Medium,0.2998416142370447,0.05726111898336486,0.005268813948329039,Likes
YouTube,#Fitness,Live Stream,Australia,1740011,394641,25434,40742,Medium,0.22680373859705485,0.014617148972046728,0.023414794504172675,Likes
Twitter,#Music,Post,Germany,3104601,401463,50057,4663,Low,0.12931226911284252,0.016123488976522264,0.0015019643425999026,Likes
YouTube,#Dance,Shorts,Germany,2924425,56074,82482,19622,Medium,0.019174367610726894,0.02820451883703634,0.006709695068261282,Shares
TikTok,#Gaming,Reel,Germany,683790,215503,17809,14778,High,0.3151596250310768,0.026044545840097105,0.021611898389856533,Likes
Instagram,#Tech,Tweet,Germany,2707572,230179,53270,6352,High,0.08501306705786586,0.019674453717204936,0.002346013328546757,Likes
YouTube,#Tech,Post,Japan,3249574,165175,61456,274,Low,0.05082973952893518,0.018912017390587198,8.431874454928553e-05,Likes
Instagram,#Tech,Reel,Brazil,4190005,84964,50369,19038,High,0.020277780098114442,0.012021226704980065,0.004543669995620531,Likes
Twitter,#Dance,Live Stream,Brazil,4903151,221692,89008,32540,Medium,0.045214189813856435,0.01815322432452111,0.006636548619449003,Likes
TikTok,#Challenge,Video,UK,203606,488156,57433,8556,Low,2.3975521350058444,0.28207911358211446,0.04202233725921633,Likes
Twitter,#Challenge,Post,Brazil,495987,106797,25673,14776,Medium,0.21532217578283303,0.051761437295735575,0.029791103395855133,Likes
Instagram,#Comedy,Shorts,UK,3415328,118469,14421,17676,Low,0.03468744436844719,0.0042224348583796345,0.005175491197331559,Likes
Instagram,#Fitness,Video,Japan,3458904,231857,64606,40429,Medium,0.06703192687625907,0.018678170888813336,0.011688384528740896,Likes
YouTube,#Viral,Post,UK,1776694,409291,47848,32217,Low,0.2303666247536154,0.02693091776073989,0.01813311690139101,Likes
Twitter,#Challenge,Live Stream,UK,1249604,30553,87308,16040,Medium,0.0244501458061914,0.06986853435168261,0.012836066465856383,Shares
Instagram,#Education,Tweet,Brazil,2362909,209360,42036,10082,High,0.08860265037714106,0.017789936049166514,0.004266774556277876,Likes
Instagram,#Challenge,Video,Canada,2980875,23957,13444,22622,High,0.008036901916383612,0.004510085126011657,0.007589046840273409,Likes
Twitter,#Fitness,Post,Germany,4003396,356630,52250,48835,High,0.08908186949280061,0.013051419344976115,0.01219839356386428,Likes
Twitter,#Comedy,Live Stream,UK,4582322,164949,4598,34876,High,0.03599681558825416,0.0010034214094950115,0.007610988490114837,Likes
Instagram,#Music,Live Stream,USA,3284675,375788,31851,4538,High,0.11440644812652698,0.00969684976443636,0.0013815674305677121,Likes
Instagram,#Challenge,Reel,USA,1558041,407000,95826,14793,Medium,0.2612254748109966,0.06150415810623726,0.009494615353511236,Likes
YouTube,#Fitness,Shorts,Brazil,2188290,74779,95888,30392,Medium,0.03417234461611578,0.043818689478999584,0.013888469992551262,Shares
TikTok,#Comedy,Tweet,UK,1893329,477886,83144,22309,Low,0.25240515515264383,0.043914185014860066,0.011782949503229497,Likes
YouTube,#Challenge,Reel,USA,1259550,444463,95640,40419,Low,0.35287443928387124,0.07593188043348816,0.032090032154340836,Likes
Instagram,#Dance,Live Stream,Australia,251154,309987,21850,21949,Low,1.234250698774457,0.08699841531490639,0.08739259577788926,Likes
YouTube,#Fitness,Reel,Australia,3000680,425076,88638,29249,High,0.14165989042483704,0.029539304424330486,0.009747457243024914,Likes
YouTube,#Gaming,Post,Canada,4172105,113356,15475,39721,High,0.027169977745047164,0.0037091588059265045,0.00952061369500528,Likes
TikTok,#Dance,Shorts,India,1373399,241489,20322,23441,Medium,0.17583309730093002,0.014796865295518637,0.017067873210916858,Likes
Twitter,#Comedy,Tweet,UK,106972,206432,65280,9800,High,1.9297760161537598,0.6102531503571028,0.09161275847885428,Likes
YouTube,#Comedy,Video,Canada,3312960,366286,22239,43842,Medium,0.11056155220708973,0.006712728194726166,0.01323348304839177,Likes
TikTok,#Dance,Reel,USA,1529954,243198,84121,45333,High,0.158957720297473,0.05498269882623922,0.02963030261040528,Likes
YouTube,#Tech,Post,Brazil,102258,164931,73156,20281,High,1.612890922959573,0.7154061295937726,0.19833167087171663,Likes
Instagram,#Gaming,Tweet,Australia,235741,197273,83423,15114,High,0.8368209178717321,0.3538756516685685,0.06411273389015912,Likes
Twitter,#Fashion,Live Stream,Germany,3379946,52964,78464,19620,Medium,0.01567007283548317,0.0232145720671277,0.005804826467641791,Shares
YouTube,#Challenge,Shorts,Canada,2234585,38539,86095,38190,High,0.01724660283676835,0.03852840684064379,0.017090421711413978,Shares
Twitter,#Dance,Live Stream,USA,2688261,401420,13288,32169,High,0.14932329859340296,0.004942972427156441,0.011966472005508393,Likes
TikTok,#Gaming,Video,Brazil,2260892,110179,66087,49262,High,0.04873253565406928,0.02923049840505429,0.021788745327065602,Likes
TikTok,#Music,Live Stream,Germany,1130376,138976,12325,30626,High,0.12294670092075557,0.010903451594867549,0.02709363963849197,Likes
Instagram,#Tech,Live Stream,USA,4650686,35344,74563,32695,High,0.007599739049249939,0.016032688510899253,0.0070301456602316304,Shares
Instagram,#Comedy,Shorts,Germany,473893,391296,16786,34510,Low,0.8257053807505069,0.0354214981018922,0.07282234597261407,Likes
Instagram,#Comedy,Live Stream,India,2350338,117930,10242,49338,Medium,0.05017576195423807,0.00435767110943192,0.020991874360198406,Likes
Twitter,#Fashion,Shorts,Canada,4539318,227085,49466,43222,High,0.050026237421568615,0.010897231698682489,0.009521694668670491,Likes
YouTube,#Challenge,Tweet,Japan,1190886,286183,15049,26925,High,0.24031099534296313,0.012636809904558455,0.02260921700313884,Likes
Instagram,#Education,Tweet,Australia,11338,379782,86100,44273,Medium,33.496383841947434,7.5939319103898395,3.9048333039336742,Likes
Instagram,#Gaming,Shorts,Brazil,1878293,135556,66131,1905,High,0.0721697839474459,0.0352080319737123,0.0010142187613966511,Likes
Instagram,#Challenge,Reel,India,1939855,270361,16051,48568,Medium,0.13937175716741715,0.008274329782380642,0.02503692286279129,Likes
Twitter,#Gaming,Tweet,India,3725275,304621,39355,21276,Medium,0.08177141284871586,0.010564320754843603,0.005711256215984055,Likes
YouTube,#Comedy,Tweet,USA,3464426,174304,3700,7670,High,0.050312519303342025,0.001067997988700004,0.0022139309657646026,Likes
TikTok,#Music,Reel,India,2404354,337049,40767,13246,High,0.1401827684276109,0.016955489915378517,0.005509172110263297,Likes
YouTube,#Tech,Post,USA,3462645,247106,97876,38689,Low,0.07136336528867383,0.028266253109978066,0.011173250506476985,Likes
TikTok,#Viral,Post,Australia,3106476,152334,49965,44652,High,0.04903755895748108,0.01608414164474472,0.014373843544904258,Likes
