Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,dominant_engagement_type
Twitter,#Tech,Reel,UK,1556088.0,310527.0,69553.0,15425.0,Medium,0.1995561947653346,0.0446973435949637,0.0099126784603441,Likes
TikTok,#Dance,Tweet,UK,3445560.0,270449.0,55139.0,38067.0,Low,0.0784920303230824,0.0160029138949836,0.0110481315083759,Likes
YouTube,#Education,Video,Germany,2851176.0,364420.0,46475.0,5976.0,Low,0.1278139266043204,0.0163002915288288,0.0020959772388656,Likes
YouTube,#Dance,Live Stream,UK,3085394.0,447385.0,34168.0,6255.0,Medium,0.1450009301891427,0.0110741124148163,0.002027293758917,Likes
YouTube,#Tech,Video,Japan,323613.0,80041.0,23225.0,35210.0,High,0.2473355520328293,0.0717678214410422,0.1088027984042668,Likes
TikTok,#Music,Post,Australia,4081534.0,350009.0,87267.0,5450.0,Low,0.0857542776808915,0.021380931777121,0.0013352822737725,Likes
Twitter,#Fashion,Live Stream,USA,2272154.0,318845.0,42786.0,25436.0,Low,0.1403271961319523,0.0188305898279782,0.0111946637419822,Likes
TikTok,#Comedy,Tweet,UK,1371750.0,3936.0,66622.0,2780.0,High,0.0028693275013668,0.0485671587388372,0.002026608347002,Shares
Twitter,#Viral,Shorts,Canada,3766760.0,286848.0,62825.0,37504.0,Medium,0.0761524493198398,0.0166787902600643,0.0099565674478862,Likes
TikTok,#Education,Post,Canada,1499664.0,207319.0,88398.0,30665.0,Low,0.1382436332405125,0.0589452037256345,0.0204479136659945,Likes
TikTok,#Fashion,Live Stream,UK,1518152.0,92660.0,60723.0,46917.0,Low,0.0610347317001196,0.0399979712176382,0.0309040201508149,Likes
TikTok,#Fitness,Video,UK,3175553.0,292632.0,83336.0,2755.0,High,0.0921515087293457,0.0262429882291367,0.0008675654287615,Likes
Twitter,#Education,Post,Canada,3768650.0,216605.0,32767.0,23675.0,Low,0.0574754885701776,0.008694625396362,0.0062820904037254,Likes
Instagram,#Fitness,Reel,UK,1803252.0,274745.0,62197.0,45341.0,Medium,0.1523608458496095,0.0344915741116604,0.0251440175860057,Likes
YouTube,#Viral,Post,Japan,1489456.0,446331.0,87557.0,47811.0,Low,0.2996604129292842,0.0587845495268071,0.0320996390628524,Likes
Instagram,#Music,Live Stream,Canada,3154913.0,367384.0,25852.0,41170.0,High,0.116448219015865,0.0081942037704367,0.0130494882109268,Likes
Twitter,#Comedy,Tweet,UK,1554285.0,452975.0,22542.0,29937.0,High,0.291436255255632,0.0145031316650421,0.0192609463515378,Likes
Instagram,#Music,Live Stream,Germany,1907181.0,338676.0,59140.0,30282.0,Low,0.1775793697609194,0.0310091176453624,0.0158778846894972,Likes
YouTube,#Fitness,Reel,Japan,4822353.0,247730.0,44555.0,34043.0,Low,0.0513711874680265,0.0092392655618533,0.0070594168448473,Likes
Twitter,#Fitness,Live Stream,Japan,4029198.0,466975.0,67045.0,10147.0,Medium,0.1158977543421792,0.0166397878684542,0.0025183671787785,Likes
Instagram,#Fitness,Shorts,Japan,2533284.0,189339.0,96463.0,9657.0,Low,0.0747405344209334,0.0380782415236507,0.0038120479188278,Likes
Instagram,#Viral,Post,Canada,1444784.0,440354.0,41263.0,32270.0,Low,0.3047888127221785,0.0285599785158196,0.0223355186657659,Likes
YouTube,#Education,Shorts,Brazil,1174310.0,237235.0,78681.0,17776.0,High,0.2020207611278112,0.0670018989874905,0.0151373998347966,Likes
Twitter,#Music,Video,India,1803388.0,484300.0,31088.0,15886.0,Medium,0.2685500846185069,0.0172386641144334,0.0088089751068544,Likes
TikTok,#Tech,Shorts,Japan,1517604.0,160995.0,69788.0,23037.0,High,0.1060849865972941,0.0459856457942915,0.0151798492887472,Likes
TikTok,#Fitness,Tweet,Brazil,2746993.0,39549.0,53941.0,13070.0,Low,0.0143971972262033,0.0196363805805111,0.0047579298527517,Shares
TikTok,#Viral,Post,Germany,4312799.0,395984.0,12729.0,37191.0,Medium,0.091816010901505,0.0029514475402169,0.0086234021107869,Likes
TikTok,#Fitness,Shorts,Canada,3269647.0,395557.0,90552.0,37531.0,Medium,0.1209785031839828,0.0276947327953139,0.0114786091587256,Likes
Twitter,#Comedy,Reel,UK,3327043.0,459898.0,8577.0,4560.0,Medium,0.1382302543129138,0.0025779648775203,0.0013705864336589,Likes
TikTok,#Tech,Shorts,Germany,3590490.0,177470.0,69628.0,13394.0,High,0.0494277939779807,0.0193923392071834,0.003730410055452,Likes
Instagram,#Comedy,Video,India,2109687.0,81944.0,74586.0,22335.0,High,0.038841780794971,0.0353540596306466,0.0105868785274782,Likes
Twitter,#Tech,Post,Brazil,4842053.0,171073.0,74732.0,42889.0,Medium,0.0353306748191314,0.0154339491946907,0.0088576064739481,Likes
Instagram,#Dance,Live Stream,Australia,2352184.0,486228.0,59382.0,26190.0,Medium,0.2067134203786778,0.0252454739935311,0.0111343330283685,Likes
Twitter,#Comedy,Video,Brazil,4485225.0,201005.0,32520.0,47972.0,Medium,0.0448149200987687,0.0072504723843285,0.0106955615381614,Likes
Twitter,#Fashion,Live Stream,Japan,2061327.0,471049.0,25198.0,1014.0,Low,0.2285173579931762,0.0122241643368567,0.0004919161297552,Likes
Twitter,#Education,Shorts,Germany,1618201.0,485204.0,92660.0,8526.0,Medium,0.2998416142370447,0.0572611189833648,0.005268813948329,Likes
YouTube,#Fitness,Live Stream,Australia,1740011.0,394641.0,25434.0,40742.0,Medium,0.2268037385970548,0.0146171489720467,0.0234147945041726,Likes
Twitter,#Music,Post,Germany,3104601.0,401463.0,50057.0,4663.0,Low,0.1293122691128425,0.0161234889765222,0.0015019643425999,Likes
YouTube,#Dance,Shorts,Germany,2924425.0,56074.0,82482.0,19622.0,Medium,0.0191743676107268,0.0282045188370363,0.0067096950682612,Shares
TikTok,#Gaming,Reel,Germany,683790.0,215503.0,17809.0,14778.0,High,0.3151596250310768,0.0260445458400971,0.0216118983898565,Likes
Instagram,#Tech,Tweet,Germany,2707572.0,230179.0,53270.0,6352.0,High,0.0850130670578658,0.0196744537172049,0.0023460133285467,Likes
YouTube,#Tech,Post,Japan,3249574.0,165175.0,61456.0,274.0,Low,0.0508297395289351,0.0189120173905871,8.431874454928553e-05,Likes
Instagram,#Tech,Reel,Brazil,4190005.0,84964.0,50369.0,19038.0,High,0.0202777800981144,0.01202122670498,0.0045436699956205,Likes
Twitter,#Dance,Live Stream,Brazil,4903151.0,221692.0,89008.0,32540.0,Medium,0.0452141898138564,0.0181532243245211,0.006636548619449,Likes
Twitter,#Challenge,Post,Brazil,495987.0,106797.0,25673.0,14776.0,Medium,0.215322175782833,0.0517614372957355,0.0297911033958551,Likes
Instagram,#Comedy,Shorts,UK,3415328.0,118469.0,14421.0,17676.0,Low,0.0346874443684471,0.0042224348583796,0.0051754911973315,Likes
Instagram,#Fitness,Video,Japan,3458904.0,231857.0,64606.0,40429.0,Medium,0.067031926876259,0.0186781708888133,0.0116883845287408,Likes
YouTube,#Viral,Post,UK,1776694.0,409291.0,47848.0,32217.0,Low,0.2303666247536154,0.0269309177607398,0.018133116901391,Likes
Twitter,#Challenge,Live Stream,UK,1249604.0,30553.0,87308.0,16040.0,Medium,0.0244501458061914,0.0698685343516826,0.0128360664658563,Shares
Instagram,#Education,Tweet,Brazil,2362909.0,209360.0,42036.0,10082.0,High,0.088602650377141,0.0177899360491665,0.0042667745562778,Likes
Instagram,#Challenge,Video,Canada,2980875.0,23957.0,13444.0,22622.0,High,0.0080369019163836,0.0045100851260116,0.0075890468402734,Likes
Twitter,#Fitness,Post,Germany,4003396.0,356630.0,52250.0,48835.0,High,0.0890818694928006,0.0130514193449761,0.0121983935638642,Likes
Twitter,#Comedy,Live Stream,UK,4582322.0,164949.0,4598.0,34876.0,High,0.0359968155882541,0.001003421409495,0.0076109884901148,Likes
Instagram,#Music,Live Stream,USA,3284675.0,375788.0,31851.0,4538.0,High,0.1144064481265269,0.0096968497644363,0.0013815674305677,Likes
Instagram,#Challenge,Reel,USA,1558041.0,407000.0,95826.0,14793.0,Medium,0.2612254748109966,0.0615041581062372,0.0094946153535112,Likes
YouTube,#Fitness,Shorts,Brazil,2188290.0,74779.0,95888.0,30392.0,Medium,0.0341723446161157,0.0438186894789995,0.0138884699925512,Shares
TikTok,#Comedy,Tweet,UK,1893329.0,477886.0,83144.0,22309.0,Low,0.2524051551526438,0.04391418501486,0.0117829495032294,Likes
YouTube,#Challenge,Reel,USA,1259550.0,444463.0,95640.0,40419.0,Low,0.3528744392838712,0.0759318804334881,0.0320900321543408,Likes
YouTube,#Fitness,Reel,Australia,3000680.0,425076.0,88638.0,29249.0,High,0.141659890424837,0.0295393044243304,0.0097474572430249,Likes
YouTube,#Gaming,Post,Canada,4172105.0,113356.0,15475.0,39721.0,High,0.0271699777450471,0.0037091588059265,0.0095206136950052,Likes
TikTok,#Dance,Shorts,India,1373399.0,241489.0,20322.0,23441.0,Medium,0.17583309730093,0.0147968652955186,0.0170678732109168,Likes
YouTube,#Comedy,Video,Canada,3312960.0,366286.0,22239.0,43842.0,Medium,0.1105615522070897,0.0067127281947261,0.0132334830483917,Likes
TikTok,#Dance,Reel,USA,1529954.0,243198.0,84121.0,45333.0,High,0.158957720297473,0.0549826988262392,0.0296303026104052,Likes
Twitter,#Fashion,Live Stream,Germany,3379946.0,52964.0,78464.0,19620.0,Medium,0.0156700728354831,0.0232145720671277,0.0058048264676417,Shares
YouTube,#Challenge,Shorts,Canada,2234585.0,38539.0,86095.0,38190.0,High,0.0172466028367683,0.0385284068406437,0.0170904217114139,Shares
Twitter,#Dance,Live Stream,USA,2688261.0,401420.0,13288.0,32169.0,High,0.1493232985934029,0.0049429724271564,0.0119664720055083,Likes
TikTok,#Gaming,Video,Brazil,2260892.0,110179.0,66087.0,49262.0,High,0.0487325356540692,0.0292304984050542,0.0217887453270656,Likes
TikTok,#Music,Live Stream,Germany,1130376.0,138976.0,12325.0,30626.0,High,0.1229467009207555,0.0109034515948675,0.0270936396384919,Likes
Instagram,#Tech,Live Stream,USA,4650686.0,35344.0,74563.0,32695.0,High,0.0075997390492499,0.0160326885108992,0.0070301456602316,Shares
Instagram,#Comedy,Live Stream,India,2350338.0,117930.0,10242.0,49338.0,Medium,0.050175761954238,0.0043576711094319,0.0209918743601984,Likes
Twitter,#Fashion,Shorts,Canada,4539318.0,227085.0,49466.0,43222.0,High,0.0500262374215686,0.0108972316986824,0.0095216946686704,Likes
YouTube,#Challenge,Tweet,Japan,1190886.0,286183.0,15049.0,26925.0,High,0.2403109953429631,0.0126368099045584,0.0226092170031388,Likes
Instagram,#Gaming,Shorts,Brazil,1878293.0,135556.0,66131.0,1905.0,High,0.0721697839474459,0.0352080319737123,0.0010142187613966,Likes
Instagram,#Challenge,Reel,India,1939855.0,270361.0,16051.0,48568.0,Medium,0.1393717571674171,0.0082743297823806,0.0250369228627912,Likes
Twitter,#Gaming,Tweet,India,3725275.0,304621.0,39355.0,21276.0,Medium,0.0817714128487158,0.0105643207548436,0.005711256215984,Likes
YouTube,#Comedy,Tweet,USA,3464426.0,174304.0,3700.0,7670.0,High,0.050312519303342,0.0010679979887,0.0022139309657646,Likes
TikTok,#Music,Reel,India,2404354.0,337049.0,40767.0,13246.0,High,0.1401827684276109,0.0169554899153785,0.0055091721102632,Likes
YouTube,#Tech,Post,USA,3462645.0,247106.0,97876.0,38689.0,Low,0.0713633652886738,0.028266253109978,0.0111732505064769,Likes
TikTok,#Viral,Post,Australia,3106476.0,152334.0,49965.0,44652.0,High,0.049037558957481,0.0160841416447447,0.0143738435449042,Likes
Instagram,#Comedy,Video,UK,4796296.0,473059.0,1016.0,10919.0,Medium,0.0986300678690389,0.0002118301289161,0.0022765484031844,Likes
Twitter,#Tech,Shorts,USA,2876540.0,10981.0,63070.0,9201.0,Low,0.0038174334443463,0.0219256467839835,0.0031986344705792,Shares
Instagram,#Viral,Video,Japan,4298093.0,313918.0,75168.0,21454.0,High,0.0730365769191127,0.0174886862615583,0.0049915160048886,Likes
Instagram,#Comedy,Tweet,Japan,2685008.0,312885.0,79634.0,27209.0,Medium,0.1165303790528743,0.0296587570688802,0.0101336755793651,Likes
Twitter,#Gaming,Live Stream,Australia,1477708.0,265660.0,97515.0,21963.0,Medium,0.1797784135972736,0.0659907099372812,0.0148628822473722,Likes
TikTok,#Challenge,Video,USA,2418004.0,471089.0,47327.0,24701.0,Medium,0.1948255668725113,0.0195727550492058,0.0102154504293623,Likes
TikTok,#Challenge,Reel,Japan,1061491.0,404574.0,82042.0,29450.0,Medium,0.3811374754943754,0.0772893976491557,0.0277439940611837,Likes
Twitter,#Gaming,Shorts,India,655507.0,247570.0,68972.0,23701.0,Medium,0.3776771262549446,0.1052193187868321,0.0361567458471076,Likes
TikTok,#Challenge,Shorts,Germany,2631238.0,442816.0,29304.0,44101.0,Low,0.1682918838964776,0.0111369629049139,0.0167605514970519,Likes
Instagram,#Dance,Shorts,Canada,2414079.0,453772.0,12971.0,44775.0,Medium,0.1879689935582058,0.0053730635989957,0.0185474460446406,Likes
YouTube,#Fitness,Live Stream,Japan,3213925.0,436365.0,48616.0,46800.0,Low,0.1357732367743491,0.0151266753268977,0.0145616341389422,Likes
Twitter,#Fitness,Live Stream,Australia,1658817.0,280297.0,70901.0,36696.0,Medium,0.1689740339048852,0.042741905828069,0.0221217892027872,Likes
TikTok,#Fitness,Post,Brazil,2878436.0,149765.0,9840.0,42118.0,High,0.0520299912869349,0.0034185231146358,0.0146322516811212,Likes
TikTok,#Challenge,Live Stream,Brazil,3730939.0,8927.0,36583.0,33397.0,Medium,0.0023926952437442,0.0098053063853362,0.0089513658625884,Shares
TikTok,#Education,Video,USA,1951149.0,367712.0,57910.0,28894.0,Low,0.1884592104447174,0.0296799475591049,0.014808710149763,Likes
Instagram,#Tech,Live Stream,India,4031260.0,489680.0,10003.0,38423.0,High,0.1214707064292553,0.0024813581857781,0.0095312631782618,Likes
Twitter,#Music,Live Stream,Japan,3059352.0,45964.0,49018.0,20424.0,Medium,0.0150240966060786,0.0160223472160117,0.0066759235289041,Shares
YouTube,#Gaming,Video,Brazil,1775441.0,300600.0,92494.0,29780.0,Low,0.1693100474755286,0.0520963523992067,0.0167732974511684,Likes
Twitter,#Fitness,Shorts,UK,3386425.0,804.0,77479.0,48511.0,Low,0.0002374185165772,0.0228792901068235,0.0143251363901459,Shares
Instagram,#Gaming,Reel,India,3147828.0,488798.0,11213.0,28108.0,Low,0.1552810382269933,0.0035621387191422,0.0089293315899089,Likes
TikTok,#Challenge,Shorts,Australia,1370433.0,360983.0,28865.0,7949.0,Medium,0.2634079885700359,0.021062686026971,0.0058003565296515,Likes
Twitter,#Viral,Tweet,USA,4329212.0,314231.0,36820.0,38094.0,Low,0.0725838790061563,0.0085050119975644,0.0087992918803699,Likes
YouTube,#Comedy,Tweet,Brazil,1193284.0,301260.0,95595.0,13072.0,High,0.2524629509823311,0.0801108537447916,0.010954642817636,Likes
TikTok,#Comedy,Tweet,Japan,4969573.0,61124.0,69585.0,20780.0,High,0.0122996482796409,0.0140022090429097,0.0041814457700893,Shares
Twitter,#Viral,Tweet,Brazil,3380653.0,387333.0,43799.0,7391.0,High,0.1145734270864238,0.0129557810281031,0.002186264014674,Likes
Twitter,#Dance,Video,Brazil,4615991.0,4652.0,67987.0,39672.0,High,0.0010078009250884,0.0147285815765238,0.0085944708297741,Shares
TikTok,#Tech,Shorts,Germany,864943.0,82684.0,91782.0,8394.0,High,0.0955947386128334,0.1061133508219616,0.0097046857422974,Shares
Instagram,#Comedy,Post,UK,1263647.0,322686.0,75202.0,21411.0,High,0.2553608721422992,0.0595118731734416,0.0169438142139379,Likes
YouTube,#Fashion,Post,USA,1984393.0,375236.0,99926.0,43802.0,Medium,0.1890935918439543,0.0503559526767127,0.0220732485954143,Likes
TikTok,#Music,Reel,USA,3986858.0,90525.0,32612.0,1252.0,Medium,0.0227058500704063,0.0081798749792443,0.0003140317513189,Likes
TikTok,#Fitness,Video,Brazil,1026460.0,195036.0,70291.0,35850.0,Low,0.1900083783099195,0.0684790444829803,0.034925861699433,Likes
TikTok,#Viral,Shorts,Germany,3391235.0,264956.0,65030.0,40163.0,High,0.0781296489332057,0.0191759049431844,0.0118431780752439,Likes
Twitter,#Challenge,Video,Brazil,3216923.0,205624.0,63081.0,49107.0,Low,0.0639194658995568,0.0196091109423508,0.015265208399455,Likes
Instagram,#Dance,Tweet,USA,4841137.0,431351.0,625.0,19075.0,Medium,0.0891011760253841,0.0001291019031273,0.0039401900834452,Likes
TikTok,#Gaming,Shorts,Brazil,2056554.0,5852.0,96016.0,26074.0,High,0.0028455367571189,0.0466878088297219,0.0126784903289677,Shares
Instagram,#Music,Live Stream,Brazil,1889541.0,357123.0,24263.0,35214.0,Low,0.188999868221965,0.0128406845895378,0.0186362719835134,Likes
Instagram,#Tech,Video,Canada,2385749.0,319160.0,12581.0,37720.0,Low,0.1337776941329536,0.0052733963212391,0.0158105483854336,Likes
YouTube,#Comedy,Post,UK,2543088.0,334654.0,46205.0,44955.0,Low,0.131593558697143,0.0181688561308141,0.0176773277212585,Likes
Instagram,#Music,Reel,Germany,4826724.0,359660.0,68209.0,1169.0,High,0.0745143082554544,0.0141315310342998,0.0002421932557154,Likes
Instagram,#Education,Video,India,2780722.0,130632.0,4458.0,42849.0,Medium,0.0469777273672089,0.0016031807566524,0.0154093073669356,Likes
Twitter,#Education,Post,Japan,4582230.0,284453.0,89108.0,46380.0,Medium,0.0620774164544337,0.0194464267398188,0.0101217092987475,Likes
YouTube,#Fashion,Post,USA,4126761.0,108177.0,6409.0,1021.0,Medium,0.0262135364757009,0.0015530339653786,0.0002474095301375,Likes
Twitter,#Fashion,Post,Brazil,2116294.0,479845.0,2280.0,48864.0,Low,0.2267383454283762,0.001077355036682,0.0230894195229963,Likes
Instagram,#Dance,Post,Canada,3724442.0,459724.0,55807.0,9912.0,Medium,0.1234343292230084,0.0149839895479645,0.0026613382622148,Likes
Instagram,#Gaming,Tweet,Brazil,4170208.0,315259.0,26019.0,37399.0,Medium,0.0755979078261803,0.0062392571305795,0.0089681378003207,Likes
Twitter,#Comedy,Shorts,Canada,1340034.0,92561.0,43545.0,32024.0,Low,0.0690736205200763,0.032495444145447,0.0238979010980318,Likes
YouTube,#Education,Post,India,2091486.0,222248.0,78214.0,42629.0,High,0.1062632023355642,0.0373963775038417,0.0203821589051994,Likes
Twitter,#Fashion,Reel,Japan,4386555.0,119786.0,77421.0,45384.0,Low,0.0273075340443696,0.0176496134210103,0.0103461600276298,Likes
YouTube,#Viral,Live Stream,Germany,3781524.0,76341.0,10644.0,1692.0,Medium,0.0201878925004839,0.0028147381849222,0.0004474386517181,Likes
TikTok,#Tech,Shorts,Japan,2076113.0,484384.0,39567.0,41864.0,Low,0.2333129266085227,0.0190582111859999,0.0201646056837946,Likes
TikTok,#Music,Tweet,Brazil,3648938.0,224759.0,88368.0,34806.0,High,0.0615957300452898,0.024217457243724,0.0095386657706982,Likes
TikTok,#Dance,Live Stream,USA,1304352.0,334062.0,84453.0,42589.0,Medium,0.2561133804371826,0.064747092809303,0.0326514621819876,Likes
Instagram,#Viral,Tweet,Australia,4113719.0,371010.0,23116.0,29531.0,Low,0.0901884645013429,0.0056192462343684,0.0071786624220079,Likes
TikTok,#Tech,Live Stream,Germany,2919564.0,36753.0,49519.0,6372.0,High,0.0125885234918638,0.0169610941907764,0.0021825176635963,Shares
YouTube,#Gaming,Tweet,USA,4732496.0,365067.0,78267.0,37692.0,Low,0.0771404772449887,0.0165382073223094,0.0079645075241479,Likes
Twitter,#Challenge,Shorts,Japan,2040652.0,407996.0,11598.0,40259.0,Low,0.1999341386968478,0.005683477633619,0.0197284985387023,Likes
YouTube,#Gaming,Live Stream,Canada,3380651.0,451739.0,2827.0,2335.0,High,0.1336248550944773,0.0008362294717792,0.000690695371986,Likes
YouTube,#Education,Video,India,2592595.0,237876.0,33780.0,36343.0,High,0.0917520862302056,0.0130294164726847,0.0140180012689988,Likes
Instagram,#Gaming,Post,Canada,4284095.0,435610.0,44348.0,35611.0,High,0.101680751710688,0.0103517779134216,0.0083123740253192,Likes
YouTube,#Tech,Video,Brazil,1562200.0,236997.0,84050.0,12958.0,Medium,0.1517072077838945,0.0538023300473691,0.0082947125848162,Likes
Twitter,#Fashion,Live Stream,USA,3305437.0,493487.0,69852.0,38719.0,High,0.1492955394400195,0.0211324554060476,0.0117137310437318,Likes
YouTube,#Dance,Shorts,India,2293007.0,93269.0,84008.0,11949.0,Medium,0.0406754100619841,0.0366366086104403,0.0052110612832843,Likes
Twitter,#Fashion,Shorts,UK,1191376.0,239380.0,16309.0,8387.0,Low,0.2009273310860719,0.0136892131451363,0.0070397590685056,Likes
YouTube,#Comedy,Live Stream,Japan,4565789.0,300350.0,4163.0,15057.0,Medium,0.0657827157584373,0.000911781074421,0.0032977870856493,Likes
Instagram,#Fitness,Shorts,USA,1513083.0,352786.0,90781.0,29795.0,Low,0.2331570706960556,0.0599973696089375,0.019691583343412,Likes
Twitter,#Fashion,Shorts,Japan,3829879.0,145994.0,75122.0,11620.0,Low,0.038119742164178,0.0196147188984299,0.0030340384121796,Likes
YouTube,#Viral,Live Stream,Australia,2754577.0,351227.0,85607.0,43219.0,High,0.1275066915900336,0.0310780929340512,0.015689886323744,Likes
Twitter,#Fitness,Video,Canada,3497840.0,366736.0,65404.0,28802.0,High,0.1048464195046085,0.0186983967248359,0.008234224550008,Likes
Instagram,#Viral,Tweet,Germany,4746014.0,29305.0,89872.0,16323.0,Medium,0.0061746551948645,0.0189363116080146,0.0034393071743994,Shares
Twitter,#Fitness,Video,Canada,4161787.0,343575.0,2003.0,19921.0,Medium,0.0825546814385262,0.0004812836408975,0.0047866457365549,Likes
YouTube,#Dance,Video,India,3873103.0,121317.0,4727.0,38875.0,Medium,0.0313229470014094,0.0012204684461012,0.0100371717457552,Likes
YouTube,#Viral,Tweet,Brazil,3620241.0,386951.0,38015.0,31259.0,High,0.1068854255835454,0.0105006821369074,0.0086345080341336,Likes
YouTube,#Tech,Video,India,3722406.0,295942.0,27878.0,47869.0,Medium,0.0795028806637427,0.0074892421729386,0.0128596934348375,Likes
YouTube,#Dance,Video,India,2975095.0,449386.0,33351.0,13313.0,High,0.151049294224218,0.0112100621996944,0.0044748150899383,Likes
TikTok,#Tech,Reel,Australia,2221223.0,69758.0,80790.0,38108.0,Medium,0.0314052213577835,0.0363718546044228,0.0171563143367415,Shares
Twitter,#Fitness,Video,USA,3283134.0,413608.0,67001.0,12600.0,High,0.1259796280017812,0.020407634900068,0.0038377964469314,Likes
Twitter,#Dance,Live Stream,Germany,2215064.0,29791.0,99856.0,25420.0,High,0.0134492727975354,0.0450804130264407,0.0114759663829126,Shares
Twitter,#Fashion,Video,Brazil,2189190.0,105704.0,95438.0,38438.0,Low,0.048284525326719,0.0435951196561285,0.0175580922624349,Likes
Instagram,#Fitness,Live Stream,UK,2085067.0,227030.0,40851.0,2906.0,Low,0.1088837912642615,0.0195921761746744,0.0013937202017968,Likes
Instagram,#Viral,Live Stream,India,4121250.0,73511.0,93273.0,36056.0,Medium,0.0178370639975735,0.0226322111010009,0.0087488019411586,Shares
Twitter,#Fitness,Live Stream,USA,1706185.0,35065.0,44031.0,14777.0,Medium,0.0205516986727699,0.0258066973979961,0.0086608427573797,Shares
Twitter,#Education,Video,Canada,697238.0,308437.0,36985.0,18584.0,Medium,0.4423697503578405,0.0530450147582317,0.0266537394691626,Likes
Twitter,#Viral,Post,USA,2611265.0,196133.0,74984.0,14125.0,Medium,0.0751103392417085,0.0287155842091859,0.0054092556672723,Likes
Instagram,#Challenge,Reel,UK,4248915.0,261493.0,87021.0,28833.0,Medium,0.0615434763933851,0.0204807580288144,0.006785967711757,Likes
YouTube,#Dance,Post,Canada,3239323.0,38620.0,936.0,18479.0,Low,0.0119222442467145,0.0002889492650161,0.0057045870387114,Likes
Twitter,#Fashion,Live Stream,Canada,3551156.0,74808.0,24814.0,5993.0,Low,0.0210658163144621,0.0069875837614568,0.0016876194681393,Likes
TikTok,#Tech,Post,Brazil,4569045.0,140232.0,946.0,8215.0,Medium,0.0306917528717707,0.0002070454547941,0.001797968722129,Likes
TikTok,#Comedy,Post,India,3484442.0,290461.0,51999.0,5863.0,High,0.0833594015914169,0.0149231928670358,0.0016826223538804,Likes
YouTube,#Viral,Live Stream,Japan,1128302.0,228488.0,52037.0,25873.0,Medium,0.2025060666381873,0.0461197445364804,0.0229309174316805,Likes
YouTube,#Education,Live Stream,USA,2677335.0,7372.0,39950.0,10623.0,Medium,0.0027534843417054,0.0149215544562036,0.0039677515140989,Shares
YouTube,#Education,Shorts,India,1050909.0,258178.0,5642.0,13315.0,Low,0.2456711285182637,0.0053686855855264,0.0126699837949812,Likes
Twitter,#Education,Live Stream,Canada,1015391.0,388747.0,2397.0,15351.0,High,0.3828544865967888,0.002360666974594,0.015118314028783,Likes
Twitter,#Fashion,Post,Canada,1217360.0,423212.0,78276.0,46525.0,Medium,0.3476473680751791,0.0642997962804757,0.0382179470329237,Likes
TikTok,#Challenge,Tweet,Brazil,3371506.0,450959.0,9604.0,38602.0,Low,0.1337559535708968,0.0028485786470497,0.0114494828127252,Likes
YouTube,#Music,Reel,USA,2477176.0,11709.0,98546.0,46222.0,High,0.0047267533675443,0.0397815900041014,0.0186591505811456,Shares
Instagram,#Dance,Reel,Canada,2912775.0,178086.0,11014.0,25511.0,Medium,0.0611396348842598,0.0037812738711366,0.008758314665568,Likes
YouTube,#Music,Video,Brazil,962239.0,312622.0,27648.0,42018.0,Low,0.3248901780119076,0.0287329862955045,0.0436669060389362,Likes
TikTok,#Challenge,Post,Brazil,3069640.0,139491.0,60853.0,30527.0,Medium,0.0454421365371835,0.0198241487601151,0.0099448143756271,Likes
YouTube,#Education,Tweet,USA,1106136.0,186803.0,18713.0,7394.0,Medium,0.1688788720374348,0.0169174495722045,0.0066845306544584,Likes
Instagram,#Tech,Reel,Canada,4018134.0,476460.0,96568.0,48685.0,Medium,0.1185774292246102,0.0240330461851197,0.0121163206602865,Likes
Instagram,#Tech,Video,Brazil,1135196.0,106116.0,41569.0,21497.0,Medium,0.0934781306488042,0.0366183460829671,0.0189368179591894,Likes
Instagram,#Dance,Shorts,Brazil,2930383.0,479741.0,220.0,33112.0,Low,0.1637127297012028,7.507551060731651e-05,0.011299546851043,Likes
Twitter,#Fashion,Reel,India,963339.0,243870.0,4291.0,30134.0,Low,0.2531507600128304,0.0044542990577564,0.0312807848535147,Likes
TikTok,#Dance,Tweet,Germany,2542362.0,339645.0,75620.0,27672.0,High,0.1335942717834832,0.0297439939709608,0.0108843665850889,Likes
YouTube,#Music,Shorts,USA,929670.0,415475.0,77500.0,1737.0,Medium,0.4469058913377865,0.0833629137220734,0.001868404917874,Likes
Instagram,#Fashion,Reel,Germany,2808211.0,93056.0,17427.0,27332.0,Low,0.0331371111358797,0.0062057302674193,0.009732886880651,Likes
Twitter,#Comedy,Tweet,Canada,3737771.0,3185.0,21475.0,43289.0,Medium,0.0008521121277895,0.0057454028082512,0.0115815013814382,Comments
YouTube,#Challenge,Video,USA,4446755.0,221164.0,44206.0,37039.0,Low,0.0497360434743987,0.0099411818280971,0.008329444729921,Likes
TikTok,#Gaming,Post,UK,2013957.0,449783.0,37315.0,45597.0,Medium,0.2233329708628337,0.0185282009496727,0.0226405032480832,Likes
TikTok,#Tech,Reel,Canada,1036784.0,398301.0,83508.0,44951.0,Medium,0.3841697016929273,0.0805452244633404,0.0433561860522538,Likes
Twitter,#Education,Video,USA,3980555.0,275061.0,89641.0,47571.0,Low,0.0691011680531986,0.0225197240083355,0.0119508460503623,Likes
